nidoqueen,33,103,174,244,315,385,456,527,597,668,735,801,868,935,1002,1068,1135,1202,1269,1336,1402,1469,1536,1603,1670,1736,1803,1870,1937,2004,2037,2071,2104,2137,2171
nidoranm,10,32,55,77,99,122,144,166,189,211,232,253,274,295,316,338,359,380,401,422,443,464,486,507,528,549,570,591,612,633,644,655,665,676,686
nidorino,17,55,93,131,168,206,244,282,320,357,393,429,465,500,536,572,608,644,679,715,751,787,822,858,894,930,966,1001,1037,1073,1091,1109,1127,1144,1162
nidoking,33,105,177,249,321,393,465,538,610,682,750,818,886,954,1022,1091,1159,1227,1295,1363,1431,1500,1568,1636,1704,1772,1841,1909,1977,2045,2079,2113,2148,2182,2216
clefairy,15,48,80,113,146,179,212,244,277,310,341,372,403,434,465,496,527,558,589,620,651,682,713,744,775,806,837,868,899,930,946,961,977,992,1008
clefable,33,104,175,246,317,388,459,530,601,672,739,807,874,941,1008,1076,1143,1210,1277,1344,1412,1479,1546,1614,1681,1748,1815,1883,1950,2017,2051,2084,2118,2152,2185
vulpix,10,34,57,81,104,127,151,174,197,221,243,265,287,309,331,353,375,398,420,442,464,486,508,530,552,575,597,619,641,663,674,685,696,707,718
ninetales,30,95,160,225,291,356,421,486,551,616,678,740,801,863,924,986,1048,1109,1171,1233,1294,1356,1418,1479,1541,1603,1664,1726,1788,1849,1880,1911,1942,1973,2003
jigglypuff,10,31,53,74,96,117,139,160,182,203,224,244,265,285,305,326,346,366,387,407,428,448,468,489,509,529,550,570,591,611,621,631,642,652,662
wigglytuff,26,84,142,199,257,314,372,429,487,544,599,653,708,762,817,871,925,980,1034,1089,1143,1198,1252,1307,1361,1416,1470,1525,1579,1634,1661,1688,1715,1743,1770
zubat,10,25,42,59,76,93,111,128,145,162,178,195,211,227,243,260,276,292,308,325,341,357,373,390,406,422,439,455,471,487,495,504,512,520,528
golbat,25,81,136,191,246,302,357,412,467,523,575,627,679,732,784,836,888,941,993,1045,1098,1150,1202,1254,1307,1359,1411,1464,1516,1568,1594,1621,1647,1673,1699
oddish,15,47,79,111,144,176,208,241,273,305,336,366,397,427,458,488,519,550,580,611,641,672,702,733,763,794,825,855,886,916,932,947,962,977,993
gloom,21,67,112,158,204,249,295,341,386,432,475,518,562,605,648,691,734,778,821,864,907,950,994,1037,1080,1123,1167,1210,1253,1296,1318,1340,1361,1383,1404
vileplume,33,104,176,247,319,390,462,533,605,676,744,812,879,947,1014,1082,1150,1217,1285,1353,1420,1488,1556,1623,1691,1759,1826,1894,1962,2029,2063,2097,2131,2165,2198
paras,11,37,62,87,112,138,163,188,213,238,262,286,310,334,358,382,406,430,453,477,501,525,549,573,597,621,645,668,692,716,728,740,752,764,776
parasect,23,73,123,173,223,273,323,373,423,473,521,568,615,663,710,757,805,852,899,947,994,1041,1089,1136,1183,1231,1278,1326,1373,1420,1444,1468,1491,1515,1539
venonat,12,40,67,94,121,149,176,203,230,257,283,309,335,361,386,412,438,464,490,515,541,567,593,619,644,670,696,722,747,773,786,799,812,825,838
venomoth,27,85,144,202,261,319,378,436,495,553,609,664,719,775,830,885,941,996,1051,1107,1162,1217,1273,1328,1384,1439,1494,1550,1605,1661,1688,1716,1744,1771,1799
diglett,10,20,34,48,62,76,90,104,118,132,146,159,172,186,199,212,225,239,252,265,278,292,305,318,332,345,358,372,385,398,405,411,418,425,431
dugtrio,18,59,99,139,179,220,260,300,340,381,419,457,495,533,571,609,647,686,724,762,800,838,876,914,952,990,1029,1067,1105,1143,1162,1181,1200,1219,1238
meowth,10,28,47,66,86,105,124,143,163,182,200,218,237,255,273,291,309,328,346,364,382,401,419,437,455,474,492,510,528,547,556,565,574,583,592
persian,21,68,114,161,207,254,300,347,393,440,484,528,572,616,660,704,748,791,835,879,923,967,1011,1055,1100,1144,1188,1232,1276,1320,1342,1364,1386,1408,1430
psyduck,13,42,72,101,130,159,188,217,247,276,303,331,359,386,414,441,469,497,524,552,580,607,635,662,690,718,745,773,801,828,842,856,870,883,897
golduck,32,100,169,237,306,374,443,511,580,649,713,778,843,908,973,1038,1102,1167,1232,1297,1362,1427,1492,1557,1622,1686,1751,1816,1881,1946,1978,2011,2043,2076,2108
mankey,14,44,74,104,135,165,195,225,256,286,315,343,372,400,429,458,486,515,544,572,601,629,658,687,715,744,773,801,830,859,873,887,901,916,930
primeape,29,93,156,220,283,347,411,474,538,601,661,721,782,842,902,962,1022,1082,1142,1203,1263,1323,1383,1443,1503,1564,1624,1684,1744,1804,1834,1864,1894,1924,1955
growlithe,15,49,82,116,149,183,216,250,283,317,349,380,412,444,476,507,539,571,603,634,666,698,730,761,793,825,857,888,920,952,968,983,999,1015,1031
arcanine,40,125,211,297,383,468,554,640,725,811,892,973,1054,1135,1217,1298,1379,1460,1541,1622,1703,1784,1866,1947,2028,2109,2190,2271,2352,2434,2474,2515,2555,2596,2636
poliwag,10,30,51,72,93,114,135,156,177,198,218,238,258,278,298,317,337,357,377,397,417,437,457,476,496,516,536,556,576,596,606,616,625,635,645
poliwhirl,18,58,97,137,177,216,256,296,335,375,412,450,487,525,562,600,637,675,712,750,787,825,862,900,938,975,1013,1050,1088,1125,1144,1163,1181,1200,1219
poliwrath,34,108,181,255,329,403,476,550,624,697,767,837,907,976,1046,1116,1186,1255,1325,1395,1465,1534,1604,1674,1744,1814,1883,1953,2023,2093,2128,2163,2197,2232,2267
abra,16,50,85,120,154,189,224,258,293,328,361,393,426,459,492,525,557,590,623,656,689,722,754,787,820,853,886,918,951,984,1001,1017,1033,1050,1066
kadabra,26,82,138,194,250,307,363,419,475,531,584,637,690,744,797,850,903,956,1009,1062,1115,1169,1222,1275,1328,1381,1434,1487,1541,1594,1620,1647,1673,1700,1727
alakazam,40,127,215,302,389,476,563,650,738,825,907,990,1072,1155,1237,1319,1402,1484,1567,1649,1732,1814,1897,1979,2062,2144,2227,2309,2392,2474,2516,2557,2598,2639,2681
machop,16,53,89,125,161,198,234,270,306,342,377,411,445,479,514,548,582,616,651,685,719,753,788,822,856,891,925,959,993,1028,1045,1062,1079,1096,1113
machoke,27,84,142,200,257,315,372,430,488,545,600,655,709,764,818,873,927,982,1036,1091,1146,1200,1255,1309,1364,1419,1473,1528,1582,1637,1664,1692,1719,1746,1773
machamp,40,128,215,302,389,476,564,651,738,825,908,990,1073,1155,1238,1320,1403,1485,1568,1650,1733,1816,1898,1981,2063,2146,2228,2311,2394,2476,2517,2559,2600,2641,2682
bellsprout,12,40,68,95,123,151,179,206,234,262,288,314,340,366,392,419,445,471,497,523,550,576,602,628,654,681,707,733,759,785,798,812,825,838,851
weepinbell,20,65,109,154,198,243,288,332,377,421,463,505,547,590,632,674,716,758,800,842,885,927,969,1011,1053,1095,1137,1180,1222,1264,1285,1306,1327,1348,1369
victreebel,32,100,169,237,306,374,442,511,579,648,713,778,842,907,972,1037,1102,1166,1231,1296,1361,1426,1490,1555,1620,1685,1750,1815,1879,1944,1977,2009,2042,2074,2106
tentacool,13,42,71,100,129,157,186,215,244,273,300,328,355,382,410,437,464,492,519,546,574,601,628,656,683,710,738,765,792,820,833,847,861,874,888
tentacruel,33,105,176,248,320,391,463,535,606,678,746,814,881,949,1017,1085,1153,1220,1288,1356,1424,1492,1560,1627,1695,1763,1831,1899,1967,2034,2068,2102,2136,2170,2204
geodude,16,52,88,125,161,197,233,269,305,341,375,409,443,477,511,545,579,614,648,682,716,750,784,818,852,886,921,955,989,1023,1040,1057,1074,1091,1108
graveler,25,80,135,190,244,299,354,409,464,518,570,622,674,726,778,830,881,933,985,1037,1089,1141,1193,1245,1296,1348,1400,1452,1504,1556,1582,1608,1634,1660,1686
golem,41,129,217,305,393,481,569,657,745,833,916,1000,1083,1166,1250,1333,1416,1500,1583,1666,1750,1833,1916,2000,2083,2166,2250,2333,2416,2500,2541,2583,2625,2666,2708
ponyta,21,66,111,157,202,247,293,338,384,429,472,515,558,600,643,686,729,772,815,858,901,944,987,1030,1073,1116,1158,1201,1244,1287,1309,1330,1352,1373,1395
rapidash,31,99,167,235,303,371,439,507,575,643,708,772,836,901,965,1029,1094,1158,1222,1287,1351,1415,1480,1544,1608,1673,1737,1802,1866,1930,1962,1995,2027,2059,2091
slowpoke,17,53,89,126,162,198,235,271,307,344,378,412,447,481,516,550,584,619,653,688,722,756,791,825,860,894,929,963,997,1032,1049,1066,1083,1101,1118
slowbro,35,110,184,259,334,409,484,559,634,709,780,851,922,992,1063,1134,1205,1276,1347,1418,1489,1560,1631,1702,1773,1843,1914,1985,2056,2127,2163,2198,2234,2269,2304
magnemite,15,48,80,113,146,178,211,244,277,309,340,371,402,433,464,495,526,557,588,619,650,681,712,743,774,805,836,867,898,929,944,960,975,991,1006
magneton,31,99,166,234,301,369,436,504,571,639,703,767,831,895,958,1022,1086,1150,1214,1278,1342,1406,1470,1534,1598,1662,1726,1790,1853,1917,1949,1981,2013,2045,2077
farfetch'd,15,48,81,114,147,180,213,246,279,312,343,374,405,436,468,499,530,561,592,624,655,686,717,748,780,811,842,873,905,936,951,967,983,998,1014
doduo,14,44,75,105,136,166,197,227,258,288,317,346,375,404,433,462,491,519,548,577,606,635,664,693,722,751,779,808,837,866,881,895,909,924,938
dodrio,30,94,159,223,288,353,417,482,546,611,672,733,794,855,916,977,1038,1099,1161,1222,1283,1344,1405,1466,1527,1588,1649,1711,1772,1833,1863,1894,1924,1955,1986
seel,12,39,67,94,121,148,175,202,229,257,282,308,334,359,385,411,436,462,488,513,539,565,591,616,642,668,693,719,745,770,783,796,809,822,835
dewgong,26,83,141,198,255,312,369,427,484,541,595,649,703,757,812,866,920,974,1028,1082,1136,1190,1245,1299,1353,1407,1461,1515,1570,1624,1651,1678,1705,1732,1759
grimer,17,56,94,132,171,209,247,286,324,362,399,435,471,508,544,580,616,653,689,725,761,798,834,870,907,943,979,1016,1052,1088,1106,1124,1143,1161,1179
muk,38,120,201,283,365,447,528,610,692,774,851,929,1006,1083,1161,1238,1315,1393,1470,1548,1625,1702,1780,1857,1935,2012,2090,2167,2244,2322,2361,2399,2438,2477,2515
shellder,13,42,71,100,129,158,187,216,245,273,301,328,356,383,410,438,465,492,520,547,575,602,629,657,684,712,739,766,794,821,835,849,862,876,890
cloyster,35,109,184,259,333,408,483,557,632,707,778,848,919,990,1060,1131,1202,1272,1343,1414,1485,1555,1626,1697,1767,1838,1909,1980,2050,2121,2156,2192,2227,2263,2298
gastly,14,44,74,104,135,165,195,225,256,286,315,343,372,400,429,458,486,515,544,572,601,630,658,687,715,744,773,801,830,859,873,887,902,916,930
haunter,24,76,127,179,231,283,335,386,438,490,539,588,637,686,735,784,833,882,931,980,1029,1078,1128,1177,1226,1275,1324,1373,1422,1471,1495,1520,1544,1569,1593
gengar,37,116,195,274,353,432,511,590,669,748,823,898,972,1047,1122,1197,1272,1346,1421,1496,1571,1646,1721,1796,1870,1945,2020,2095,2170,2245,2282,2319,2357,2394,2432
onix,14,44,74,104,135,165,195,225,256,286,315,343,372,400,429,458,486,515,544,572,601,630,658,687,715,744,773,801,830,859,873,887,902,916,930
drowzee,14,44,73,103,133,163,193,223,253,283,312,340,368,397,425,453,482,510,538,567,595,623,652,680,709,737,765,794,822,850,865,879,893,907,921
hypno,28,90,152,214,276,338,399,461,523,585,643,702,760,819,877,936,995,1053,1112,1170,1229,1287,1346,1404,1463,1521,1580,1638,1697,1755,1785,1814,1843,1872,1902
krabby,19,61,103,145,186,228,270,312,354,396,435,475,515,554,594,633,673,712,752,792,831,871,911,950,990,1029,1069,1109,1148,1188,1208,1227,1247,1267,1287
kingler,38,119,200,282,363,444,526,607,688,770,847,924,1001,1077,1154,1231,1308,1385,1462,1539,1616,1693,1770,1847,1924,2001,2078,2155,2232,2309,2348,2386,2425,2463,2502
voltorb,12,38,63,89,115,141,167,193,219,245,269,294,318,342,367,391,416,440,465,489,514,538,563,587,612,636,661,685,710,734,747,759,771,783,796
electrode,26,84,141,198,256,313,371,428,485,543,597,651,705,760,814,868,923,977,1031,1085,1140,1194,1248,1303,1357,1411,1465,1520,1574,1628,1656,1683,1710,1737,1764
exeggcute,15,48,82,115,148,181,215,248,281,315,346,377,409,440,472,503,535,566,598,629,661,692,724,755,787,818,850,881,913,944,960,976,992,1007,1023
exeggutor,41,129,217,305,393,481,569,657,745,833,917,1000,1083,1166,1250,1333,1416,1500,1583,1666,1750,1833,1916,2000,2083,2166,2250,2333,2417,2500,2542,2583,2625,2667,2708
cubone,13,41,70,98,127,155,184,212,241,269,296,323,350,377,404,431,458,485,512,539,566,593,620,647,673,700,727,754,781,808,822,835,849,862,876
marowak,23,75,126,177,228,279,330,381,432,483,531,580,628,676,725,773,821,870,918,966,1015,1063,1111,1160,1208,1256,1305,1353,1401,1450,1474,1498,1522,1546,1571
hitmonlee,34,106,179,251,324,397,469,542,615,687,756,825,893,962,1031,1100,1168,1237,1306,1375,1443,1512,1581,1650,1718,1787,1856,1925,1994,2062,2097,2131,2165,2200,2234
hitmonchan,29,93,156,219,283,346,409,473,536,599,659,719,779,839,899,959,1019,1079,1139,1199,1259,1319,1379,1439,1499,1559,1619,1679,1739,1799,1829,1859,1889,1919,1949
lickitung,18,58,98,138,178,218,258,298,338,378,415,453,491,529,566,604,642,680,717,755,793,831,869,906,944,982,1020,1058,1095,1133,1152,1171,1190,1209,1228
koffing,15,48,81,114,147,180,213,246,278,311,343,374,405,436,467,498,530,561,592,623,654,686,717,748,779,810,841,873,904,935,951,966,982,997,1013
weezing,30,96,162,228,294,360,426,492,558,624,686,748,811,873,935,998,1060,1123,1185,1247,1310,1372,1434,1497,1559,1622,1684,1747,1809,1871,1903,1934,1965,1996,2027
rhyhorn,23,74,125,175,226,277,327,378,429,480,527,575,623,671,719,767,815,863,911,959,1007,1055,1103,1151,1199,1247,1295,1343,1391,1439,1463,1487,1511,1535,1559
rhydon,46,146,245,345,445,544,644,744,843,943,1037,1131,1226,1320,1414,1509,1603,1697,1791,1886,1980,2074,2169,2263,2357,2452,2546,2640,2735,2829,2876,2923,2970,3017,3065
chansey,20,65,109,153,198,242,286,331,375,419,461,503,545,587,629,671,713,755,797,839,881,923,965,1007,1049,1091,1133,1175,1217,1259,1280,1301,1322,1343,1364
tangela,31,97,164,231,297,364,431,497,564,631,694,757,820,883,946,1009,1072,1135,1199,1262,1325,1388,1451,1514,1577,1640,1703,1767,1830,1893,1924,1956,1987,2019,2051
kangaskhan,34,109,183,257,332,406,481,555,629,704,774,844,915,985,1055,1126,1196,1266,1337,1407,1478,1548,1618,1689,1759,1830,1900,1970,2041,2111,2146,2182,2217,2252,2287
horsea,13,40,68,96,124,152,179,207,235,263,289,316,342,368,395,421,447,473,500,526,552,579,605,631,658,684,710,737,763,789,803,816,829,842,855
seadra,28,87,147,207,267,326,386,446,506,565,622,678,735,792,848,905,961,1018,1074,1131,1187,1244,1301,1357,1414,1470,1527,1583,1640,1697,1725,1753,1781,1810,1838
goldeen,14,44,75,105,135,166,196,227,257,287,316,345,374,402,431,460,489,517,546,575,604,632,661,690,719,748,776,805,834,863,877,891,906,920,935
seaking,28,90,152,213,275,336,398,460,521,583,641,699,758,816,874,932,991,1049,1107,1166,1224,1282,1341,1399,1457,1516,1574,1632,1691,1749,1778,1807,1836,1865,1895
staryu,13,41,69,97,124,152,180,208,236,264,291,317,344,370,397,423,450,476,502,529,555,582,608,635,661,688,714,741,767,794,807,820,833,847,860
starmie,32,102,171,241,310,380,449,519,588,658,724,789,855,921,987,1053,1118,1184,1250,1316,1381,1447,1513,1579,1645,1711,1776,1842,1908,1974,2007,2040,2073,2105,2138
mime,28,87,147,207,267,327,387,447,507,567,623,680,737,793,850,907,963,1020,1077,1133,1190,1247,1304,1360,1417,1474,1530,1587,1644,1701,1729,1757,1786,1814,1842
scyther,34,109,183,258,332,406,481,555,629,704,774,845,915,985,1056,1126,1196,1267,1337,1408,1478,1548,1619,1689,1760,1830,1901,1971,2041,2112,2147,2182,2217,2253,2288
jynx,35,111,187,263,338,414,490,566,642,718,789,861,933,1005,1076,1148,1220,1292,1363,1435,1507,1579,1650,1722,1794,1866,1938,2009,2081,2153,2189,2225,2261,2297,2332
electabuzz,31,97,163,229,296,362,428,495,561,627,690,753,815,878,941,1004,1066,1129,1192,1255,1317,1380,1443,1506,1568,1631,1694,1757,1820,1882,1914,1945,1976,2008,2039
magmar,31,99,168,236,304,372,440,508,576,644,708,773,837,901,966,1030,1095,1159,1223,1288,1352,1417,1481,1546,1610,1674,1739,1803,1868,1932,1964,1997,2029,2061,2093
pinsir,39,122,206,290,373,457,540,624,708,791,870,950,1029,1108,1187,1266,1345,1424,1503,1583,1662,1741,1820,1899,1978,2058,2137,2216,2295,2374,2414,2453,2493,2533,2572
tauros,35,110,185,260,335,410,485,560,636,711,782,853,924,995,1066,1137,1208,1279,1350,1421,1492,1563,1635,1706,1777,1848,1919,1990,2061,2132,2168,2203,2239,2274,2310
magikarp,10,10,16,23,29,36,43,49,56,63,69,75,81,88,94,100,107,113,119,125,132,138,144,151,157,163,170,176,182,188,192,195,198,201,204
gyarados,46,145,244,343,442,541,640,739,838,937,1031,1125,1218,1312,1406,1500,1593,1687,1781,1874,1968,2062,2156,2249,2343,2437,2531,2625,2718,2812,2859,2906,2953,3000,3046
lapras,36,115,193,272,351,429,508,586,665,744,818,892,967,1041,1115,1190,1264,1338,1413,1487,1562,1636,1710,1785,1859,1934,2008,2082,2157,2231,2268,2305,2343,2380,2417
ditto,10,31,53,75,96,118,140,161,183,205,225,246,266,287,307,328,348,369,389,410,430,451,471,492,512,533,554,574,595,615,625,636,646,656,666
eevee,13,42,72,101,130,159,189,218,247,276,304,332,359,387,415,443,470,498,526,553,581,609,636,664,692,719,747,775,802,830,844,858,872,886,899
vaporeon,44,139,235,330,425,521,616,711,807,902,992,1082,1172,1263,1353,1443,1533,1623,1713,1804,1894,1984,2074,2165,2255,2345,2435,2526,2616,2706,2751,2796,2841,2886,2931
jolteon,38,121,203,285,368,450,533,615,697,780,858,936,1014,1092,1170,1248,1326,1404,1482,1560,1638,1716,1794,1872,1950,2028,2106,2184,2262,2340,2379,2418,2457,2496,2535
flareon,41,128,216,304,391,479,567,654,742,830,913,996,1079,1162,1245,1328,1410,1493,1576,1659,1742,1825,1908,1991,2074,2157,2241,2324,2407,2490,2531,2573,2614,2656,2697
porygon,22,69,116,164,211,258,306,353,400,448,492,537,582,627,672,716,761,806,851,895,940,985,1030,1075,1120,1164,1209,1254,1299,1344,1366,1388,1411,1433,1456
omanyte,19,59,100,140,181,222,262,303,344,384,423,461,499,538,576,615,653,692,730,768,807,845,884,922,961,999,1038,1076,1115,1153,1172,1192,1211,1230,1249
omastar,37,119,200,281,362,443,524,605,686,767,844,920,997,1074,1150,1227,1304,1381,1457,1534,1611,1687,1764,1841,1918,1994,2071,2148,2225,2301,2340,2378,2416,2455,2493
kabuto,16,52,87,122,158,193,229,264,299,335,368,402,435,469,502,536,569,603,636,670,703,737,770,804,837,871,904,938,971,1005,1022,1038,1055,1072,1089
kabutops,35,111,187,263,339,415,491,567,643,719,791,863,935,1007,1079,1151,1223,1294,1366,1438,1510,1582,1654,1726,1798,1870,1942,2014,2086,2158,2194,2230,2266,2302,2338
aerodactyl,36,115,194,273,351,430,509,588,666,745,820,894,969,1043,1118,1192,1267,1341,1416,1490,1565,1639,1714,1788,1863,1938,2012,2087,2161,2236,2273,2310,2348,2385,2422
snorlax,47,148,250,351,452,553,655,756,857,958,1054,1150,1246,1342,1438,1533,1629,1725,1821,1917,2013,2109,2204,2300,2396,2492,2588,2684,2780,2876,2924,2972,3019,3067,3115
articuno,41,130,218,307,395,484,572,661,749,838,922,1005,1089,1173,1257,1341,1424,1508,1592,1676,1760,1843,1927,2011,2095,2179,2263,2346,2430,2514,2556,2598,2640,2682,2723
zapdos,47,147,248,348,449,549,650,750,851,951,1046,1142,1237,1332,1427,1522,1617,1712,1807,1902,1998,2093,2188,2283,2378,2474,2569,2664,2759,2854,2902,2949,2997,3044,3092
moltres,46,145,243,342,441,540,639,737,836,935,1028,1122,1215,1309,1402,1496,1589,1683,1776,1870,1963,2057,2150,2244,2337,2431,2524,2618,2711,2805,2852,2898,2945,2992,3039
dratini,12,38,64,90,116,142,168,194,219,245,270,295,319,344,368,393,418,442,467,491,516,540,565,590,614,639,663,688,713,737,749,762,774,786,799
dragonair,22,71,119,168,217,265,314,362,411,460,505,551,597,643,689,735,781,827,873,919,965,1011,1057,1103,1149,1195,1241,1287,1333,1379,1402,1425,1448,1471,1494
dragonite,50,158,266,375,483,591,699,807,915,1023,1125,1228,1330,1432,1535,1637,1739,1842,1944,2046,2148,2251,2353,2456,2558,2660,2763,2865,2967,3070,3121,3172,3223,3274,3325
mewtwo,56,176,296,416,537,657,777,897,1018,1138,1251,1365,1479,1593,1706,1820,1934,2048,2161,2275,2389,2503,2617,2730,2844,2958,3072,3186,3300,3413,3470,3527,3584,3641,3698
mew,43,137,230,323,416,510,603,696,790,883,971,1059,1148,1236,1324,1413,1501,1589,1677,1766,1854,1942,2031,2119,2207,2296,2384,2472,2561,2649,2693,2737,2781,2826,2870
chikorita,11,35,59,83,108,132,156,180,204,229,251,274,297,320,343,366,389,412,435,458,480,503,526,549,572,595,618,641,664,687,698,709,721,732,744
bayleef,18,57,96,135,174,213,253,292,331,370,407,444,481,518,555,592,629,666,703,740,777,814,851,888,925,962,1000,1037,1074,1111,1129,1148,1166,1185,1203
meganium,31,98,165,233,300,367,434,502,569,636,700,763,827,891,954,1018,1081,1145,1209,1272,1336,1400,1463,1527,1590,1654,1718,1781,1845,1909,1941,1972,2004,2036,2068
cyndaquil,11,36,61,87,112,137,162,187,212,237,261,285,308,332,356,380,403,427,451,475,498,522,546,570,593,617,641,665,688,712,724,736,748,760,771
quilava,20,65,110,155,200,244,289,334,379,424,466,508,551,593,636,678,720,763,805,847,890,932,975,1017,1060,1102,1144,1187,1229,1272,1293,1314,1335,1356,1378
typhlosion,38,119,200,281,362,443,524,605,686,767,844,921,997,1074,1151,1228,1304,1381,1458,1535,1611,1688,1765,1842,1918,1995,2072,2149,2226,2302,2341,2379,2417,2456,2494
totodile,14,44,75,105,136,167,197,228,258,289,318,347,375,404,433,462,491,520,549,578,607,636,664,693,722,751,780,809,838,867,881,896,910,925,939
croconaw,22,70,119,167,215,263,312,360,408,456,502,548,593,639,685,730,776,822,867,913,959,1004,1050,1096,1142,1187,1233,1279,1324,1370,1393,1416,1439,1461,1484
feraligatr,38,120,202,284,367,449,531,613,695,777,855,933,1010,1088,1166,1244,1321,1399,1477,1554,1632,1710,1788,1865,1943,2021,2099,2177,2254,2332,2371,2410,2449,2488,2526
sentret,10,23,38,54,70,85,101,117,132,148,163,178,192,207,222,237,252,267,281,296,311,326,341,356,370,385,400,415,430,445,452,459,467,474,482
